filename,width,height,class,xmin,ymin,xmax,ymax
F_89.xml,320,320,A,1,1,320,320
G_1244.xml,320,320,A,1,1,320,320
G_573.xml,320,320,A,1,1,320,320
F_715.xml,320,320,A,1,1,320,320
G_649.xml,320,320,A,1,1,320,320
G_62.xml,320,320,A,1,1,320,320
G_1051.xml,320,320,A,1,1,320,320
G_333.xml,320,320,A,1,1,320,320
F_839.xml,320,320,A,1,1,320,320
G_19.xml,320,320,A,1,1,320,320
F_544.xml,320,320,A,1,1,320,320
G_1035.xml,320,320,A,1,1,320,320
F_888.xml,320,320,A,1,1,320,320
G_1262.xml,320,320,A,1,1,320,320
G_1385.xml,320,320,A,1,1,320,320
G_365.xml,320,320,A,1,1,320,320
G_1335.xml,320,320,A,1,1,320,320
G_577.xml,320,320,A,1,1,320,320
G_1253.xml,320,320,A,1,1,320,320
F_963.xml,320,320,A,1,1,320,320
G_498.xml,320,320,A,1,1,320,320
G_419.xml,320,320,A,1,1,320,320
F_812.xml,320,320,A,1,1,320,320
G_1320.xml,320,320,A,1,1,320,320
F_946.xml,320,320,A,1,1,320,320
F_538.xml,320,320,A,1,1,320,320
G_261.xml,320,320,A,1,1,320,320
G_1178.xml,320,320,A,1,1,320,320
G_663.xml,320,320,A,1,1,320,320
G_468.xml,320,320,A,1,1,320,320
G_591.xml,320,320,A,1,1,320,320
G_418.xml,320,320,A,1,1,320,320
F_684.xml,320,320,A,1,1,320,320
F_924.xml,320,320,A,1,1,320,320
G_504.xml,320,320,A,1,1,320,320
G_1157.xml,320,320,A,1,1,320,320
F_660.xml,320,320,A,1,1,320,320
F_700.xml,320,320,A,1,1,320,320
G_157.xml,320,320,A,1,1,320,320
G_149.xml,320,320,A,1,1,320,320
G_12.xml,320,320,A,1,1,320,320
G_1209.xml,320,320,A,1,1,320,320
G_1304.xml,320,320,A,1,1,320,320
G_314.xml,320,320,A,1,1,320,320
F_50.xml,320,320,A,1,1,320,320
G_351.xml,320,320,A,1,1,320,320
F_546.xml,320,320,A,1,1,320,320
F_709.xml,320,320,A,1,1,320,320
G_532.xml,320,320,A,1,1,320,320
G_1077.xml,320,320,A,1,1,320,320
F_911.xml,320,320,A,1,1,320,320
G_1087.xml,320,320,A,1,1,320,320
F_578.xml,320,320,A,1,1,320,320
G_613.xml,320,320,A,1,1,320,320
F_99.xml,320,320,A,1,1,320,320
G_1392.xml,320,320,A,1,1,320,320
F_712.xml,320,320,A,1,1,320,320
G_500.xml,320,320,A,1,1,320,320
F_694.xml,320,320,A,1,1,320,320
F_550.xml,320,320,A,1,1,320,320
F_82.xml,320,320,A,1,1,320,320
F_721.xml,320,320,A,1,1,320,320
G_1206.xml,320,320,A,1,1,320,320
G_1396.xml,320,320,A,1,1,320,320
F_807.xml,320,320,A,1,1,320,320
F_967.xml,320,320,A,1,1,320,320
F_611.xml,320,320,A,1,1,320,320
G_116.xml,320,320,A,1,1,320,320
G_1207.xml,320,320,A,1,1,320,320
G_384.xml,320,320,A,1,1,320,320
G_1314.xml,320,320,A,1,1,320,320
G_104.xml,320,320,A,1,1,320,320
F_982.xml,320,320,A,1,1,320,320
G_609.xml,320,320,A,1,1,320,320
G_680.xml,320,320,A,1,1,320,320
G_236.xml,320,320,A,1,1,320,320
G_623.xml,320,320,A,1,1,320,320
G_340.xml,320,320,A,1,1,320,320
G_1324.xml,320,320,A,1,1,320,320
G_1211.xml,320,320,A,1,1,320,320
F_564.xml,320,320,A,1,1,320,320
G_1003.xml,320,320,A,1,1,320,320
G_1296.xml,320,320,A,1,1,320,320
F_776.xml,320,320,A,1,1,320,320
G_453.xml,320,320,A,1,1,320,320
G_1061.xml,320,320,A,1,1,320,320
G_1064.xml,320,320,A,1,1,320,320
G_1225.xml,320,320,A,1,1,320,320
G_230.xml,320,320,A,1,1,320,320
G_34.xml,320,320,A,1,1,320,320
F_919.xml,320,320,A,1,1,320,320
G_55.xml,320,320,A,1,1,320,320
G_1219.xml,320,320,A,1,1,320,320
G_322.xml,320,320,A,1,1,320,320
G_1167.xml,320,320,A,1,1,320,320
F_986.xml,320,320,A,1,1,320,320
G_557.xml,320,320,A,1,1,320,320
G_335.xml,320,320,A,1,1,320,320
G_516.xml,320,320,A,1,1,320,320
G_267.xml,320,320,A,1,1,320,320
F_739.xml,320,320,A,1,1,320,320
G_305.xml,320,320,A,1,1,320,320
G_578.xml,320,320,A,1,1,320,320
F_628.xml,320,320,A,1,1,320,320
F_642.xml,320,320,A,1,1,320,320
F_523.xml,320,320,A,1,1,320,320
F_707.xml,320,320,A,1,1,320,320
F_899.xml,320,320,A,1,1,320,320
G_5.xml,320,320,A,1,1,320,320
G_1048.xml,320,320,A,1,1,320,320
G_172.xml,320,320,A,1,1,320,320
F_58.xml,320,320,A,1,1,320,320
F_889.xml,320,320,A,1,1,320,320
G_170.xml,320,320,A,1,1,320,320
G_1117.xml,320,320,A,1,1,320,320
F_703.xml,320,320,A,1,1,320,320
F_788.xml,320,320,A,1,1,320,320
G_1056.xml,320,320,A,1,1,320,320
G_434.xml,320,320,A,1,1,320,320
F_931.xml,320,320,A,1,1,320,320
F_867.xml,320,320,A,1,1,320,320
G_1398.xml,320,320,A,1,1,320,320
G_1154.xml,320,320,A,1,1,320,320
G_470.xml,320,320,A,1,1,320,320
F_664.xml,320,320,A,1,1,320,320
G_1076.xml,320,320,A,1,1,320,320
F_865.xml,320,320,A,1,1,320,320
F_794.xml,320,320,A,1,1,320,320
G_1067.xml,320,320,A,1,1,320,320
F_535.xml,320,320,A,1,1,320,320
F_570.xml,320,320,A,1,1,320,320
G_45.xml,320,320,A,1,1,320,320
G_67.xml,320,320,A,1,1,320,320
G_1313.xml,320,320,A,1,1,320,320
G_294.xml,320,320,A,1,1,320,320
F_536.xml,320,320,A,1,1,320,320
F_854.xml,320,320,A,1,1,320,320
G_1125.xml,320,320,A,1,1,320,320
G_223.xml,320,320,A,1,1,320,320
G_312.xml,320,320,A,1,1,320,320
F_654.xml,320,320,A,1,1,320,320
F_922.xml,320,320,A,1,1,320,320
G_1309.xml,320,320,A,1,1,320,320
G_190.xml,320,320,A,1,1,320,320
F_501.xml,320,320,A,1,1,320,320
F_877.xml,320,320,A,1,1,320,320
G_648.xml,320,320,A,1,1,320,320
F_569.xml,320,320,A,1,1,320,320
F_959.xml,320,320,A,1,1,320,320
G_25.xml,320,320,A,1,1,320,320
F_656.xml,320,320,A,1,1,320,320
G_147.xml,320,320,A,1,1,320,320
G_497.xml,320,320,A,1,1,320,320
G_1086.xml,320,320,A,1,1,320,320
G_1185.xml,320,320,A,1,1,320,320
G_460.xml,320,320,A,1,1,320,320
G_289.xml,320,320,A,1,1,320,320
G_1112.xml,320,320,A,1,1,320,320
F_838.xml,320,320,A,1,1,320,320
G_1140.xml,320,320,A,1,1,320,320
F_69.xml,320,320,A,1,1,320,320
G_1332.xml,320,320,A,1,1,320,320
G_553.xml,320,320,A,1,1,320,320
F_529.xml,320,320,A,1,1,320,320
F_90.xml,320,320,A,1,1,320,320
G_1336.xml,320,320,A,1,1,320,320
G_1190.xml,320,320,A,1,1,320,320
F_565.xml,320,320,A,1,1,320,320
G_636.xml,320,320,A,1,1,320,320
F_515.xml,320,320,A,1,1,320,320
G_513.xml,320,320,A,1,1,320,320
G_121.xml,320,320,A,1,1,320,320
F_97.xml,320,320,A,1,1,320,320
G_160.xml,320,320,A,1,1,320,320
F_714.xml,320,320,A,1,1,320,320
G_193.xml,320,320,A,1,1,320,320
G_559.xml,320,320,A,1,1,320,320
F_59.xml,320,320,A,1,1,320,320
G_1389.xml,320,320,A,1,1,320,320
G_1289.xml,320,320,A,1,1,320,320
G_110.xml,320,320,A,1,1,320,320
G_31.xml,320,320,A,1,1,320,320
F_626.xml,320,320,A,1,1,320,320
G_485.xml,320,320,A,1,1,320,320
G_1177.xml,320,320,A,1,1,320,320
G_1394.xml,320,320,A,1,1,320,320
G_597.xml,320,320,A,1,1,320,320
G_433.xml,320,320,A,1,1,320,320
G_1153.xml,320,320,A,1,1,320,320
G_1293.xml,320,320,A,1,1,320,320
G_1115.xml,320,320,A,1,1,320,320
F_815.xml,320,320,A,1,1,320,320
F_850.xml,320,320,A,1,1,320,320
F_676.xml,320,320,A,1,1,320,320
G_1275.xml,320,320,A,1,1,320,320
G_1342.xml,320,320,A,1,1,320,320
G_29.xml,320,320,A,1,1,320,320
G_1114.xml,320,320,A,1,1,320,320
F_817.xml,320,320,A,1,1,320,320
G_1287.xml,320,320,A,1,1,320,320
G_489.xml,320,320,A,1,1,320,320
G_42.xml,320,320,A,1,1,320,320
F_562.xml,320,320,A,1,1,320,320
G_569.xml,320,320,A,1,1,320,320
F_674.xml,320,320,A,1,1,320,320
F_617.xml,320,320,A,1,1,320,320
F_681.xml,320,320,A,1,1,320,320
F_66.xml,320,320,A,1,1,320,320
G_159.xml,320,320,A,1,1,320,320
F_960.xml,320,320,A,1,1,320,320
G_443.xml,320,320,A,1,1,320,320
F_950.xml,320,320,A,1,1,320,320
G_641.xml,320,320,A,1,1,320,320
G_633.xml,320,320,A,1,1,320,320
G_601.xml,320,320,A,1,1,320,320
G_1399.xml,320,320,A,1,1,320,320
F_754.xml,320,320,A,1,1,320,320
G_311.xml,320,320,A,1,1,320,320
G_604.xml,320,320,A,1,1,320,320
F_880.xml,320,320,A,1,1,320,320
F_702.xml,320,320,A,1,1,320,320
G_549.xml,320,320,A,1,1,320,320
F_579.xml,320,320,A,1,1,320,320
G_270.xml,320,320,A,1,1,320,320
G_227.xml,320,320,A,1,1,320,320
G_496.xml,320,320,A,1,1,320,320
G_191.xml,320,320,A,1,1,320,320
F_772.xml,320,320,A,1,1,320,320
G_627.xml,320,320,A,1,1,320,320
F_500.xml,320,320,A,1,1,320,320
G_376.xml,320,320,A,1,1,320,320
G_1268.xml,320,320,A,1,1,320,320
G_1283.xml,320,320,A,1,1,320,320
F_848.xml,320,320,A,1,1,320,320
G_1098.xml,320,320,A,1,1,320,320
F_655.xml,320,320,A,1,1,320,320
G_1008.xml,320,320,A,1,1,320,320
F_669.xml,320,320,A,1,1,320,320
G_487.xml,320,320,A,1,1,320,320
F_811.xml,320,320,A,1,1,320,320
F_998.xml,320,320,A,1,1,320,320
G_493.xml,320,320,A,1,1,320,320
G_679.xml,320,320,A,1,1,320,320
G_367.xml,320,320,A,1,1,320,320
G_1130.xml,320,320,A,1,1,320,320
G_1078.xml,320,320,A,1,1,320,320
G_1111.xml,320,320,A,1,1,320,320
G_420.xml,320,320,A,1,1,320,320
F_571.xml,320,320,A,1,1,320,320
G_561.xml,320,320,A,1,1,320,320
G_1374.xml,320,320,A,1,1,320,320
G_304.xml,320,320,A,1,1,320,320
G_481.xml,320,320,A,1,1,320,320
G_494.xml,320,320,A,1,1,320,320
F_813.xml,320,320,A,1,1,320,320
F_734.xml,320,320,A,1,1,320,320
F_96.xml,320,320,A,1,1,320,320
F_622.xml,320,320,A,1,1,320,320
F_561.xml,320,320,A,1,1,320,320
F_519.xml,320,320,A,1,1,320,320
G_646.xml,320,320,A,1,1,320,320
F_834.xml,320,320,A,1,1,320,320
G_50.xml,320,320,A,1,1,320,320
G_1229.xml,320,320,A,1,1,320,320
G_313.xml,320,320,A,1,1,320,320
G_216.xml,320,320,A,1,1,320,320
F_623.xml,320,320,A,1,1,320,320
G_1216.xml,320,320,A,1,1,320,320
G_148.xml,320,320,A,1,1,320,320
G_386.xml,320,320,A,1,1,320,320
G_665.xml,320,320,A,1,1,320,320
F_576.xml,320,320,A,1,1,320,320
G_371.xml,320,320,A,1,1,320,320
G_1135.xml,320,320,A,1,1,320,320
G_138.xml,320,320,A,1,1,320,320
G_610.xml,320,320,A,1,1,320,320
G_1221.xml,320,320,A,1,1,320,320
G_1329.xml,320,320,A,1,1,320,320
G_1363.xml,320,320,A,1,1,320,320
G_1362.xml,320,320,A,1,1,320,320
G_1034.xml,320,320,A,1,1,320,320
F_917.xml,320,320,A,1,1,320,320
G_1041.xml,320,320,A,1,1,320,320
F_763.xml,320,320,A,1,1,320,320
G_182.xml,320,320,A,1,1,320,320
G_600.xml,320,320,A,1,1,320,320
F_791.xml,320,320,A,1,1,320,320
G_188.xml,320,320,A,1,1,320,320
G_341.xml,320,320,A,1,1,320,320
F_798.xml,320,320,A,1,1,320,320
F_580.xml,320,320,A,1,1,320,320
G_17.xml,320,320,A,1,1,320,320
G_59.xml,320,320,A,1,1,320,320
G_619.xml,320,320,A,1,1,320,320
G_150.xml,320,320,A,1,1,320,320
G_552.xml,320,320,A,1,1,320,320
G_337.xml,320,320,A,1,1,320,320
G_1015.xml,320,320,A,1,1,320,320
G_1119.xml,320,320,A,1,1,320,320
F_915.xml,320,320,A,1,1,320,320
G_510.xml,320,320,A,1,1,320,320
G_526.xml,320,320,A,1,1,320,320
G_274.xml,320,320,A,1,1,320,320
G_401.xml,320,320,A,1,1,320,320
G_548.xml,320,320,A,1,1,320,320
F_947.xml,320,320,A,1,1,320,320
F_784.xml,320,320,A,1,1,320,320
G_285.xml,320,320,A,1,1,320,320
F_614.xml,320,320,A,1,1,320,320
G_582.xml,320,320,A,1,1,320,320
F_966.xml,320,320,A,1,1,320,320
G_1054.xml,320,320,A,1,1,320,320
G_528.xml,320,320,A,1,1,320,320
G_1011.xml,320,320,A,1,1,320,320
G_503.xml,320,320,A,1,1,320,320
G_1006.xml,320,320,A,1,1,320,320
F_866.xml,320,320,A,1,1,320,320
G_472.xml,320,320,A,1,1,320,320
F_511.xml,320,320,A,1,1,320,320
F_508.xml,320,320,A,1,1,320,320
G_558.xml,320,320,A,1,1,320,320
F_93.xml,320,320,A,1,1,320,320
F_496.xml,320,320,A,1,1,320,320
G_6.xml,320,320,A,1,1,320,320
G_209.xml,320,320,A,1,1,320,320
G_1023.xml,320,320,A,1,1,320,320
G_272.xml,320,320,A,1,1,320,320
F_773.xml,320,320,A,1,1,320,320
G_1062.xml,320,320,A,1,1,320,320
G_478.xml,320,320,A,1,1,320,320
G_674.xml,320,320,A,1,1,320,320
F_725.xml,320,320,A,1,1,320,320
G_1319.xml,320,320,A,1,1,320,320
G_581.xml,320,320,A,1,1,320,320
G_492.xml,320,320,A,1,1,320,320
G_505.xml,320,320,A,1,1,320,320
G_1032.xml,320,320,A,1,1,320,320
G_64.xml,320,320,A,1,1,320,320
G_1201.xml,320,320,A,1,1,320,320
G_1315.xml,320,320,A,1,1,320,320
F_887.xml,320,320,A,1,1,320,320
F_555.xml,320,320,A,1,1,320,320
F_651.xml,320,320,A,1,1,320,320
G_1202.xml,320,320,A,1,1,320,320
G_1372.xml,320,320,A,1,1,320,320
F_771.xml,320,320,A,1,1,320,320
G_248.xml,320,320,A,1,1,320,320
G_1142.xml,320,320,A,1,1,320,320
G_1258.xml,320,320,A,1,1,320,320
F_997.xml,320,320,A,1,1,320,320
G_408.xml,320,320,A,1,1,320,320
F_841.xml,320,320,A,1,1,320,320
G_1197.xml,320,320,A,1,1,320,320
G_571.xml,320,320,A,1,1,320,320
G_214.xml,320,320,A,1,1,320,320
G_1025.xml,320,320,A,1,1,320,320
F_548.xml,320,320,A,1,1,320,320
G_277.xml,320,320,A,1,1,320,320
G_1172.xml,320,320,A,1,1,320,320
F_954.xml,320,320,A,1,1,320,320
G_205.xml,320,320,A,1,1,320,320
F_902.xml,320,320,A,1,1,320,320
F_85.xml,320,320,A,1,1,320,320
G_1299.xml,320,320,A,1,1,320,320
G_527.xml,320,320,A,1,1,320,320
F_821.xml,320,320,A,1,1,320,320
G_1089.xml,320,320,A,1,1,320,320
G_1030.xml,320,320,A,1,1,320,320
G_476.xml,320,320,A,1,1,320,320
G_1147.xml,320,320,A,1,1,320,320
F_968.xml,320,320,A,1,1,320,320
G_592.xml,320,320,A,1,1,320,320
G_359.xml,320,320,A,1,1,320,320
G_253.xml,320,320,A,1,1,320,320
G_1310.xml,320,320,A,1,1,320,320
F_698.xml,320,320,A,1,1,320,320
F_944.xml,320,320,A,1,1,320,320
F_72.xml,320,320,A,1,1,320,320
G_1173.xml,320,320,A,1,1,320,320
G_390.xml,320,320,A,1,1,320,320
G_407.xml,320,320,A,1,1,320,320
G_459.xml,320,320,A,1,1,320,320
G_298.xml,320,320,A,1,1,320,320
G_1059.xml,320,320,A,1,1,320,320
G_1213.xml,320,320,A,1,1,320,320
F_752.xml,320,320,A,1,1,320,320
G_681.xml,320,320,A,1,1,320,320
G_579.xml,320,320,A,1,1,320,320
F_62.xml,320,320,A,1,1,320,320
G_27.xml,320,320,A,1,1,320,320
G_584.xml,320,320,A,1,1,320,320
G_448.xml,320,320,A,1,1,320,320
G_452.xml,320,320,A,1,1,320,320
G_1139.xml,320,320,A,1,1,320,320
F_685.xml,320,320,A,1,1,320,320
F_862.xml,320,320,A,1,1,320,320
G_338.xml,320,320,A,1,1,320,320
G_246.xml,320,320,A,1,1,320,320
G_212.xml,320,320,A,1,1,320,320
G_1052.xml,320,320,A,1,1,320,320
G_410.xml,320,320,A,1,1,320,320
G_445.xml,320,320,A,1,1,320,320
F_641.xml,320,320,A,1,1,320,320
F_640.xml,320,320,A,1,1,320,320
G_1255.xml,320,320,A,1,1,320,320
F_970.xml,320,320,A,1,1,320,320
G_352.xml,320,320,A,1,1,320,320
G_1297.xml,320,320,A,1,1,320,320
F_948.xml,320,320,A,1,1,320,320
G_15.xml,320,320,A,1,1,320,320
F_747.xml,320,320,A,1,1,320,320
G_1252.xml,320,320,A,1,1,320,320
F_507.xml,320,320,A,1,1,320,320
G_451.xml,320,320,A,1,1,320,320
G_575.xml,320,320,A,1,1,320,320
G_317.xml,320,320,A,1,1,320,320
G_1274.xml,320,320,A,1,1,320,320
G_670.xml,320,320,A,1,1,320,320
G_1009.xml,320,320,A,1,1,320,320
F_835.xml,320,320,A,1,1,320,320
G_414.xml,320,320,A,1,1,320,320
G_580.xml,320,320,A,1,1,320,320
G_1028.xml,320,320,A,1,1,320,320
F_537.xml,320,320,A,1,1,320,320
G_545.xml,320,320,A,1,1,320,320
G_1337.xml,320,320,A,1,1,320,320
F_680.xml,320,320,A,1,1,320,320
G_220.xml,320,320,A,1,1,320,320
G_523.xml,320,320,A,1,1,320,320
F_928.xml,320,320,A,1,1,320,320
F_499.xml,320,320,A,1,1,320,320
G_629.xml,320,320,A,1,1,320,320
G_296.xml,320,320,A,1,1,320,320
G_119.xml,320,320,A,1,1,320,320
F_742.xml,320,320,A,1,1,320,320
G_136.xml,320,320,A,1,1,320,320
G_1325.xml,320,320,A,1,1,320,320
F_494.xml,320,320,A,1,1,320,320
F_898.xml,320,320,A,1,1,320,320
G_1341.xml,320,320,A,1,1,320,320
F_563.xml,320,320,A,1,1,320,320
F_731.xml,320,320,A,1,1,320,320
G_676.xml,320,320,A,1,1,320,320
F_760.xml,320,320,A,1,1,320,320
F_602.xml,320,320,A,1,1,320,320
G_1124.xml,320,320,A,1,1,320,320
G_225.xml,320,320,A,1,1,320,320
G_1174.xml,320,320,A,1,1,320,320
G_1277.xml,320,320,A,1,1,320,320
G_210.xml,320,320,A,1,1,320,320
G_428.xml,320,320,A,1,1,320,320
G_372.xml,320,320,A,1,1,320,320
G_275.xml,320,320,A,1,1,320,320
G_615.xml,320,320,A,1,1,320,320
G_323.xml,320,320,A,1,1,320,320
G_1136.xml,320,320,A,1,1,320,320
G_366.xml,320,320,A,1,1,320,320
G_224.xml,320,320,A,1,1,320,320
G_632.xml,320,320,A,1,1,320,320
F_560.xml,320,320,A,1,1,320,320
G_1156.xml,320,320,A,1,1,320,320
F_668.xml,320,320,A,1,1,320,320
F_645.xml,320,320,A,1,1,320,320
F_951.xml,320,320,A,1,1,320,320
F_632.xml,320,320,A,1,1,320,320
F_653.xml,320,320,A,1,1,320,320
G_1000.xml,320,320,A,1,1,320,320
F_84.xml,320,320,A,1,1,320,320
G_20.xml,320,320,A,1,1,320,320
F_921.xml,320,320,A,1,1,320,320
G_52.xml,320,320,A,1,1,320,320
G_231.xml,320,320,A,1,1,320,320
G_1364.xml,320,320,A,1,1,320,320
G_344.xml,320,320,A,1,1,320,320
F_697.xml,320,320,A,1,1,320,320
